,state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp,share,w_share,inc,next,next_tv
8591,24,18,200,100,D,1966,73657.0,114822.0,73657.0,41165.0,12835,9,0.6414885649091637,0.6414885649091637,1,0.6027184683842501,96711.0
8593,24,18,200,100,D,1968,96711.0,160458.0,96711.0,63747.0,12835,10,0.6027184683842501,0.6027184683842501,1,0.6562119101514887,90447.0
8599,24,18,200,100,D,1974,90447.0,137832.0,90447.0,47385.0,12835,13,0.6562119101514887,0.6562119101514887,1,0.7187891979635505,116901.0
8601,24,18,200,100,D,1976,116901.0,185834.0,116901.0,45735.0,1982,0,0.7187891979635505,0.7187891979635505,1,0.5950258638526795,71894.0
8603,24,18,200,100,D,1978,71894.0,120825.0,71894.0,48931.0,1982,1,0.5950258638526795,0.5950258638526795,1,0.7587513630073688,155173.0
8608,24,18,200,100,D,1984,155173.0,204511.0,155173.0,49338.0,1982,4,0.7587513630073688,0.7587513630073688,1,0.7761909158997404,151306.0
8611,24,18,200,100,D,1988,151306.0,194934.0,151306.0,43628.0,1982,6,0.7761909158997404,0.7761909158997404,1,0.46024675331473347,87926.0
8617,24,18,200,100,D,1994,87926.0,191041.0,103115.0,87926.0,8079,0,0.46024675331473347,0.5397532466852665,0,0.4799886573592028,108332.0
8623,24,19,201,100,D,1946,88872.0,148479.0,88872.0,59607.0,15714,0,0.5985492897985574,0.5985492897985574,1,0.6806563153391688,134448.0
8625,24,19,201,100,D,1948,134448.0,197527.0,134448.0,63079.0,15714,1,0.6806563153391688,0.6806563153391688,1,0.6751723869258639,69324.0
8631,24,19,201,100,D,1954,69324.0,102676.0,69324.0,33352.0,15714,4,0.6751723869258639,0.6751723869258639,1,0.6872212813477595,92924.0
8633,24,19,201,100,D,1956,92924.0,135217.0,92924.0,42293.0,15714,5,0.6872212813477595,0.6872212813477595,1,0.750168199147791,93660.0
8635,24,19,201,100,D,1958,93660.0,124852.0,93660.0,31192.0,15714,6,0.750168199147791,0.750168199147791,1,0.7631888257161601,111682.0
8640,24,19,201,100,D,1964,111682.0,146336.0,111682.0,34654.0,15714,9,0.7631888257161601,0.7631888257161601,1,0.7187303738472217,86975.0
8642,24,19,201,100,D,1966,86975.0,121012.0,86975.0,34037.0,15714,10,0.7187303738472217,0.7187303738472217,1,0.6965096869527145,101813.0
8644,24,19,201,100,D,1968,101813.0,146179.0,101813.0,44363.0,15714,11,0.6965096869527145,0.6965096869527145,1,0.7272287470787002,97709.0
8650,24,19,201,100,D,1974,97709.0,134358.0,97709.0,36649.0,5514,2,0.7272287470787002,0.7272287470787002,1,0.5119627523393071,90386.0
8652,24,19,201,100,D,1976,90386.0,179895.0,90386.0,86162.0,5514,3,0.5119627523393071,0.5119627523393071,1,0.563838435312246,139413.0
8658,24,19,201,100,D,1984,139413.0,252838.0,139413.0,107844.0,9628,1,0.563838435312246,0.563838435312246,1,0.5478026624551263,97814.0
8660,24,19,201,100,D,1986,97814.0,178557.0,97814.0,80743.0,9628,2,0.5478026624551263,0.5478026624551263,1,0.7048996745294098,168065.0
8662,24,19,201,100,D,1988,168065.0,238424.0,168065.0,70359.0,9628,3,0.7048996745294098,0.7048996745294098,1,0.4728621282248627,89701.0
8668,24,19,201,100,D,1994,89701.0,206242.0,99997.0,89701.0,9782,1,0.4728621282248627,0.5271378717751374,0,0.42831252858183294,101152.0
8674,24,20,202,100,D,1946,49670.0,74146.0,49670.0,24476.0,9617,0,0.6698945324090309,0.6698945324090309,1,0.676580482487164,81304.0
8681,24,20,202,100,D,1954,81304.0,120169.0,81304.0,38865.0,9617,4,0.676580482487164,0.676580482487164,1,0.6525397011825358,105562.0
8683,24,20,202,100,D,1956,105562.0,161771.0,105562.0,56209.0,9617,5,0.6525397011825358,0.6525397011825358,1,0.7943413703090353,113200.0
8685,24,20,202,100,D,1958,113200.0,142508.0,113200.0,29308.0,9617,6,0.7943413703090353,0.7943413703090353,1,0.7442640038089846,115675.0
8691,24,20,202,100,D,1964,115675.0,155422.0,115675.0,39747.0,9617,9,0.7442640038089846,0.7442640038089846,1,0.7605393065034722,63629.0
8693,24,20,202,100,D,1966,63629.0,83663.0,63629.0,20034.0,9617,10,0.7605393065034722,0.7605393065034722,1,0.7237877810313167,72918.0
8695,24,20,202,100,D,1968,72918.0,100745.0,72918.0,27827.0,9617,11,0.7237877810313167,0.7237877810313167,1,0.8277748914846905,98785.0
8700,24,20,202,100,D,1976,98785.0,121976.0,98785.0,20553.0,20934,0,0.8277748914846905,0.8277748914846905,1,1.0,11059.0
8705,24,20,202,100,D,1984,11059.0,11099.0,11059.0,0.0,20934,3,1.0,1.0,1,0.8486350080293645,110976.0
8712,24,21,203,100,D,1946,49111.0,76768.0,49111.0,27657.0,7108,0,0.639732701125469,0.639732701125469,1,0.7594940691564673,72417.0
8714,24,21,203,100,D,1948,72417.0,95349.0,72417.0,22932.0,7108,1,0.7594940691564673,0.7594940691564673,1,0.7163215717842076,96106.0
8721,24,21,203,100,D,1956,96106.0,134166.0,96106.0,38060.0,29059,1,0.7163215717842076,0.7163215717842076,1,0.8036992380903517,93987.0
8723,24,21,203,100,D,1958,93987.0,116943.0,93987.0,22956.0,29059,2,0.8036992380903517,0.8036992380903517,1,0.9011252418911708,113157.0
8729,24,21,203,100,D,1964,113157.0,125573.0,113157.0,12416.0,29059,5,0.9011252418911708,0.9011252418911708,1,0.8168787406327013,81210.0
8731,24,21,203,100,D,1966,81210.0,99415.0,81210.0,18205.0,29059,6,0.8168787406327013,0.8168787406327013,1,0.7471950367004544,85509.0
8733,24,21,203,100,D,1968,85509.0,114440.0,85509.0,28931.0,27631,0,0.7471950367004544,0.7471950367004544,1,0.8195260926968244,58969.0
8739,24,21,203,100,D,1974,58969.0,71955.0,58969.0,12986.0,27631,3,0.8195260926968244,0.8195260926968244,1,0.8808284692870219,91903.0
8741,24,21,203,100,D,1976,91903.0,109626.0,91903.0,12434.0,27631,4,0.8808284692870219,0.8808284692870219,1,0.8607650400923073,58934.0
8743,24,21,203,100,D,1978,58934.0,68467.0,58934.0,9533.0,27631,5,0.8607650400923073,0.8607650400923073,1,0.9742783517340835,164844.0
8748,24,21,203,100,D,1984,164844.0,200242.0,164844.0,4352.0,27631,8,0.9742783517340835,0.9742783517340835,1,0.8155170161343,99878.0
8754,24,22,204,100,D,1946,69050.0,252902.0,174823.0,69050.0,12951,0,0.28313917489841023,0.7168608251015898,0,0.45328396061754467,141018.0
8756,24,22,204,100,D,1948,141018.0,311103.0,170085.0,141018.0,7607,0,0.45328396061754467,0.5467160393824553,0,0.41652017767696814,44072.0
8762,24,22,204,100,D,1954,44072.0,105810.0,61738.0,44072.0,21646,0,0.41652017767696814,0.5834798223230319,0,0.3330337327239918,48169.0
8764,24,22,204,100,D,1956,48169.0,144637.0,96468.0,48169.0,3460,0,0.3330337327239918,0.6669662672760082,0,0.44702169502592365,57508.0
8766,24,22,204,100,D,1958,57508.0,128647.0,71139.0,57508.0,21646,0,0.44702169502592365,0.5529783049740763,0,0.4336336174707509,64454.0
8772,24,22,204,100,D,1964,64454.0,148637.0,84183.0,64454.0,21646,0,0.4336336174707509,0.5663663825292491,0,0.44125689427483883,56803.0
8774,24,22,204,100,D,1966,56803.0,128730.0,71927.0,56803.0,5213,0,0.44125689427483883,0.5587431057251612,0,0.5471164146649541,102656.0
8776,24,22,204,100,D,1968,102656.0,187631.0,102656.0,84975.0,29059,7,0.5471164146649541,0.5471164146649541,1,0.7865010889596247,112671.0
8782,24,22,204,100,D,1974,112671.0,143256.0,112671.0,30585.0,29059,10,0.7865010889596247,0.7865010889596247,1,0.750516752110801,128535.0
8792,24,23,205,100,D,1954,33639.0,103633.0,69994.0,33639.0,22704,0,0.3245973772832978,0.6754026227167023,0,0.3104784027283591,46247.0
8794,24,23,205,100,D,1956,46247.0,148954.0,102707.0,46247.0,14085,0,0.3104784027283591,0.6895215972716409,0,0.32783216497373746,64162.0
8800,24,23,205,100,D,1964,64162.0,195716.0,131554.0,64162.0,7861,0,0.32783216497373746,0.6721678350262625,0,0.2677747460750561,37489.0
8802,24,23,205,100,D,1966,37489.0,140002.0,102513.0,37489.0,6054,0,0.2677747460750561,0.732225253924944,0,0.5325917641890002,53338.0
8809,24,23,205,100,D,1974,53338.0,153455.0,53338.0,46810.0,20087,0,0.5325917641890002,0.5325917641890002,1,0.732010315057742,130576.0
8830,25,1,208,100,D,1946,44188.0,103266.0,58344.0,44188.0,23134,0,0.4309678929504935,0.5690321070495065,0,0.47833996500952175,61791.0
8832,25,1,208,100,D,1948,61791.0,129782.0,67387.0,61791.0,12687,0,0.47833996500952175,0.5216600349904783,0,0.4555826814807434,54864.0
8838,25,1,208,100,D,1954,54864.0,120426.0,65562.0,54864.0,16011,0,0.4555826814807434,0.5444173185192567,0,0.42931896235437056,71379.0
8840,25,1,208,100,D,1956,71379.0,166261.0,94882.0,71379.0,10021,0,0.42931896235437056,0.5706810376456295,0,0.5058148861084376,63065.0
8842,25,1,208,100,D,1958,63065.0,124680.0,63065.0,61615.0,10021,0,0.5058148861084376,0.5058148861084376,1,0.5151879339511412,90450.0
8848,25,1,208,100,D,1964,90450.0,175567.0,90450.0,85117.0,27290,0,0.5151879339511412,0.5151879339511412,1,0.4896303329436044,62398.0
8850,25,1,208,100,D,1966,62398.0,127439.0,65041.0,62398.0,27290,1,0.4896303329436044,0.5103696670563956,0,0.4911126454359226,86067.0
8852,25,1,208,100,D,1968,86067.0,175249.0,89182.0,86067.0,27290,1,0.4911126454359226,0.5088873545640774,0,0.7048971512178328,81902.0
8858,25,1,208,100,D,1974,81902.0,116190.0,81902.0,34288.0,2155,2,0.7048971512178328,0.7048971512178328,1,0.655921074816103,136162.0
8860,25,1,208,100,D,1976,136162.0,209794.0,136162.0,71427.0,2155,3,0.655921074816103,0.655921074816103,1,0.5448818007811672,77146.0
8862,25,1,208,100,D,1978,77146.0,141583.0,77146.0,64437.0,2155,4,0.5448818007811672,0.5448818007811672,1,0.5621044443658735,127184.0
8868,25,1,208,100,D,1984,127184.0,226264.0,127184.0,99080.0,2155,7,0.5621044443658735,0.5621044443658735,1,0.7549775185924437,106288.0
8870,25,1,208,100,D,1986,106288.0,143137.0,106288.0,34495.0,2155,8,0.7549775185924437,0.7549775185924437,1,0.7616394135618623,158552.0
8872,25,1,208,100,D,1988,158552.0,208172.0,158552.0,49620.0,2155,9,0.7616394135618623,0.7616394135618623,1,0.4966417597179078,82817.0
8877,25,1,208,100,D,1994,82817.0,169839.0,83937.0,82817.0,2525,0,0.4966417597179078,0.5033582402820922,0,0.4908409157364248,114148.0
8883,25,2,209,100,D,1946,39657.0,109382.0,68794.0,39657.0,23409,0,0.3656674442835935,0.6343325557164065,0,0.4600787475799259,63449.0
8888,25,2,209,100,D,1954,63449.0,137909.0,74460.0,63449.0,20551,0,0.4600787475799259,0.5399212524200742,0,0.4467676668520882,81922.0
8890,25,2,209,100,D,1956,81922.0,183366.0,101444.0,81922.0,15103,0,0.4467676668520882,0.5532323331479119,0,0.5209038642601014,78009.0
8892,25,2,209,100,D,1958,78009.0,149757.0,78009.0,71748.0,15103,0,0.5209038642601014,0.5209038642601014,1,0.6361160617129278,108148.0
8898,25,2,209,100,D,1964,108148.0,170013.0,108148.0,61865.0,15103,3,0.6361160617129278,0.6361160617129278,1,0.5803104959516676,70311.0
8900,25,2,209,100,D,1966,70311.0,121161.0,70311.0,50850.0,15103,4,0.5803104959516676,0.5803104959516676,1,0.5988013308671188,107804.0
8902,25,2,209,100,D,1968,107804.0,180033.0,107804.0,72229.0,15103,5,0.5988013308671188,0.5988013308671188,1,0.6477006043571869,93561.0
8908,25,2,209,100,D,1974,93561.0,144451.0,93561.0,50890.0,15103,8,0.6477006043571869,0.6477006043571869,1,0.6560370050907369,155158.0
8910,25,2,209,100,D,1976,155158.0,236508.0,155158.0,81350.0,15103,9,0.6560370050907369,0.6560370050907369,1,0.9832524080214748,99631.0
8912,25,2,209,100,D,1978,99631.0,172740.0,99631.0,1697.0,15103,10,0.9832524080214748,0.9832524080214748,1,0.5566523493427047,106919.0
8917,25,2,209,100,D,1986,106919.0,192518.0,106919.0,85156.0,15103,14,0.5566523493427047,0.5566523493427047,1,0.5850408174298535,151501.0
8919,25,2,209,100,D,1988,151501.0,258958.0,151501.0,107457.0,15103,15,0.5850408174298535,0.5850408174298535,1,0.2929364491910754,55406.0
8925,25,2,209,100,D,1994,55406.0,193143.0,133734.0,55406.0,12914,0,0.2929364491910754,0.7070635508089246,0,0.4168188541415117,110467.0
8932,25,3,210,100,D,1948,30650.0,100788.0,30650.0,411.0,1963,0,0.9867679726988828,0.9867679726988828,1,0.39379096928759194,59173.0
8942,25,3,210,100,D,1964,59173.0,150265.0,91092.0,59173.0,23584,0,0.39379096928759194,0.6062090307124081,0,0.3115568833878693,32849.0
8944,25,3,210,100,D,1966,32849.0,105435.0,72586.0,32849.0,23415,0,0.3115568833878693,0.6884431166121306,0,0.36314888458131,54517.0
8946,25,3,210,100,D,1968,54517.0,150123.0,95606.0,54517.0,11927,0,0.36314888458131,0.63685111541869,0,0.5185911701242568,76668.0
8952,25,3,210,100,D,1974,76668.0,149992.0,76668.0,71171.0,2447,0,0.5185911701242568,0.5185911701242568,1,0.581205260320684,139083.0
8954,25,3,210,100,D,1976,139083.0,239301.0,139083.0,100218.0,2447,1,0.581205260320684,0.581205260320684,1,0.6279973400440718,96326.0
8956,25,3,210,100,D,1978,96326.0,153386.0,96326.0,57060.0,2447,2,0.6279973400440718,0.6279973400440718,1,0.31638757509906684,74253.0
8962,25,3,210,100,D,1984,74253.0,234690.0,160437.0,74253.0,7316,0,0.31638757509906684,0.6836124249009331,0,0.358914995271374,58445.0
8964,25,3,210,100,D,1986,58445.0,162838.0,104393.0,58445.0,20145,0,0.358914995271374,0.641085004728626,0,0.31649222384225506,72935.0
8966,25,3,210,100,D,1988,72935.0,230448.0,157513.0,72935.0,16046,0,0.31649222384225506,0.6835077761577449,0,0.4239825656367669,65758.0
8971,25,3,210,100,D,1994,65758.0,160212.0,89338.0,65758.0,27667,0,0.4239825656367669,0.576017434363233,0,0.5209749138236663,121967.0
8977,25,4,211,100,D,1946,44398.0,134514.0,49144.0,44398.0,3713,0,0.47463171623441874,0.5253682837655812,0,0.6703409945180718,158722.0
8995,25,4,211,100,D,1984,158722.0,238205.0,158722.0,78056.0,15741,0,0.6703409945180718,0.6703409945180718,1,0.545240503679933,93789.0
9003,25,4,211,100,D,1994,93789.0,174625.0,93789.0,78225.0,15741,5,0.545240503679933,0.545240503679933,1,0.5773524310027994,134470.0
9009,25,5,212,100,D,1946,59764.0,141155.0,76364.0,59764.0,3348,0,0.43902797367183827,0.5609720263281617,0,0.5425667544413597,91072.0
9011,25,5,212,100,D,1948,91072.0,171505.0,91072.0,76782.0,3348,0,0.5425667544413597,0.5425667544413597,1,0.5224770424908475,77208.0
9017,25,5,212,100,D,1954,77208.0,147773.0,77208.0,70565.0,23329,0,0.5224770424908475,0.5224770424908475,1,0.6945533189153219,104374.0
9020,25,5,212,100,D,1958,104374.0,150275.0,104374.0,45901.0,23329,2,0.6945533189153219,0.6945533189153219,1,0.7595874891472376,107610.0
9026,25,5,212,100,D,1964,107610.0,141669.0,107610.0,34059.0,23329,5,0.7595874891472376,0.7595874891472376,1,0.7024523819111665,52332.0
9028,25,5,212,100,D,1966,52332.0,74734.0,52332.0,22167.0,23329,6,0.7024523819111665,0.7024523819111665,1,0.6831188750078026,76607.0
9030,25,5,212,100,D,1968,76607.0,113020.0,76607.0,35536.0,23329,7,0.6831188750078026,0.6831188750078026,1,0.7997246567428368,65060.0
9036,25,5,212,100,D,1974,65060.0,81353.0,65060.0,16293.0,23329,10,0.7997246567428368,0.7997246567428368,1,0.7874909540817517,134935.0
9038,25,5,212,100,D,1976,134935.0,173508.0,134935.0,36413.0,23329,11,0.7874909540817517,0.7874909540817517,1,0.7380956512685246,85067.0
9040,25,5,212,100,D,1978,85067.0,116417.0,85067.0,30185.0,23329,12,0.7380956512685246,0.7380956512685246,1,0.9811653518619091,175243.0
9046,25,5,212,100,D,1984,175243.0,178607.0,175243.0,3364.0,19788,1,0.9811653518619091,0.9811653518619091,1,0.6421478350279904,140518.0
9048,25,5,212,100,D,1988,140518.0,218825.0,140518.0,78307.0,19788,3,0.6421478350279904,0.6421478350279904,1,0.6319206051053968,87806.0
9054,25,5,212,100,D,1994,87806.0,140527.0,87806.0,51145.0,2637,1,0.6319206051053968,0.6319206051053968,1,0.7487099802188129,141179.0
9060,25,6,213,100,D,1946,31550.0,90985.0,58444.0,31550.0,29754,0,0.3505789274840545,0.6494210725159455,0,0.44088132032178695,47844.0
9062,25,6,213,100,D,1948,47844.0,109312.0,60675.0,47844.0,16090,0,0.44088132032178695,0.559118679678213,0,0.37499544809001856,41191.0
9068,25,6,213,100,D,1954,41191.0,109844.0,68653.0,41191.0,14592,0,0.37499544809001856,0.6250045519099814,0,0.32817576009995836,47277.0
9070,25,6,213,100,D,1956,47277.0,144060.0,96783.0,47277.0,22268,0,0.32817576009995836,0.6718242399000417,0,0.4722839659803812,55031.0
9072,25,6,213,100,D,1958,55031.0,116521.0,61490.0,55031.0,19031,0,0.4722839659803812,0.5277160340196188,0,0.5077551216178137,84690.0
9078,25,6,213,100,D,1964,84690.0,166793.0,84690.0,82103.0,22816,0,0.5077551216178137,0.5077551216178137,1,0.4761761576536985,61761.0
9080,25,6,213,100,D,1966,61761.0,129702.0,67941.0,61761.0,22816,1,0.4761761576536985,0.5238238423463015,0,0.3491944439599286,60059.0
9082,25,6,213,100,D,1968,60059.0,174937.0,111934.0,60059.0,22816,1,0.3491944439599286,0.6508055560400714,0,0.3730999905949082,51571.0
9088,25,6,213,100,D,1974,51571.0,145655.0,86652.0,51571.0,26398,0,0.3730999905949082,0.6269000094050917,0,0.36645993752724104,80715.0
9090,25,6,213,100,D,1976,80715.0,220256.0,139541.0,80715.0,26767,0,0.36645993752724104,0.633540062472759,0,0.2983299393983868,48785.0
9092,25,6,213,100,D,1978,48785.0,164814.0,114742.0,48785.0,27442,0,0.2983299393983868,0.7016700606016132,0,0.24167954501930639,54266.0
9098,25,6,213,100,D,1984,54266.0,224537.0,170271.0,54266.0,14166,0,0.24167954501930639,0.7583204549806936,0,0.2575321624342768,57552.0
9110,25,7,214,100,D,1946,23481.0,84376.0,60390.0,23481.0,10277,0,0.27996566155166863,0.7200343384483313,0,0.36633673088630964,37307.0
9112,25,7,214,100,D,1948,37307.0,103236.0,64531.0,37307.0,16037,0,0.36633673088630964,0.6336632691136904,0,0.4088739233541049,39828.0
9118,25,7,214,100,D,1954,39828.0,97409.0,57581.0,39828.0,1791,0,0.4088739233541049,0.5911260766458951,0,0.38154107342670834,49442.0
9120,25,7,214,100,D,1956,49442.0,129585.0,80143.0,49442.0,1787,0,0.38154107342670834,0.6184589265732917,0,0.3953702190258254,38702.0
9122,25,7,214,100,D,1958,38702.0,97888.0,59186.0,38702.0,28696,0,0.3953702190258254,0.6046297809741745,0,0.3824432862502203,60758.0
9128,25,7,214,100,D,1964,60758.0,158868.0,98110.0,60758.0,17871,0,0.3824432862502203,0.6175567137497797,0,0.34852870865388796,40093.0
9130,25,7,214,100,D,1966,40093.0,115035.0,74942.0,40093.0,20388,0,0.34852870865388796,0.651471291346112,0,0.35877862595419846,56964.0
9132,25,7,214,100,D,1968,56964.0,158772.0,101808.0,56964.0,7315,0,0.35877862595419846,0.6412213740458015,0,0.705740883358329,104468.0
9138,25,7,214,100,D,1974,104468.0,148132.0,104468.0,43558.0,20966,2,0.705740883358329,0.705740883358329,1,0.7376354823991254,171366.0
9140,25,7,214,100,D,1976,171366.0,233893.0,171366.0,60952.0,20966,3,0.7376354823991254,0.7376354823991254,1,0.6277402844460549,110874.0
9142,25,7,214,100,D,1978,110874.0,178302.0,110874.0,65750.0,20966,4,0.6277402844460549,0.6277402844460549,1,0.6123542771897184,146131.0
9147,25,7,214,100,D,1984,146131.0,238638.0,146131.0,92507.0,20966,7,0.6123542771897184,0.6123542771897184,1,0.6272485714957556,106700.0
9149,25,7,214,100,D,1986,106700.0,171707.0,106700.0,63408.0,20966,8,0.6272485714957556,0.6272485714957556,1,0.6229224528417603,142197.0
9151,25,7,214,100,D,1988,142197.0,230167.0,142197.0,86077.0,20966,9,0.6229224528417603,0.6229224528417603,1,0.5432612219799877,97184.0
9157,25,7,214,100,D,1994,97184.0,178890.0,97184.0,81706.0,20966,12,0.5432612219799877,0.5432612219799877,1,0.570730876728144,137428.0
9169,25,8,215,100,D,1954,45037.0,118625.0,73588.0,45037.0,23285,0,0.37965858798735513,0.6203414120126449,0,0.3535332202562055,53567.0
9171,25,8,215,100,D,1956,53567.0,151519.0,97952.0,53567.0,26470,0,0.3535332202562055,0.6464667797437945,0,0.4268111113853038,51887.0
9173,25,8,215,100,D,1958,51887.0,121569.0,69682.0,51887.0,26470,0,0.4268111113853038,0.5731888886146962,0,0.40440502440353787,65292.0
9179,25,8,215,100,D,1964,65292.0,161452.0,96160.0,65292.0,14710,0,0.40440502440353787,0.5955949755964621,0,0.3873027161132347,47926.0
9181,25,8,215,100,D,1966,47926.0,123743.0,75817.0,47926.0,14985,0,0.3873027161132347,0.6126972838867654,0,0.3200846102881734,52660.0
9183,25,8,215,100,D,1968,52660.0,164519.0,111859.0,52660.0,20711,0,0.3200846102881734,0.6799153897118266,0,0.544390104351143,79923.0
9189,25,8,215,100,D,1974,79923.0,146812.0,79923.0,66889.0,6799,0,0.544390104351143,0.544390104351143,1,0.5200588224744893,115996.0
9191,25,8,215,100,D,1976,115996.0,228100.0,115996.0,107048.0,6799,1,0.5200588224744893,0.5200588224744893,1,0.42055170922909757,73925.0
9193,25,8,215,100,D,1978,73925.0,175781.0,101856.0,73925.0,6799,2,0.42055170922909757,0.5794482907709024,0,0.3029714604784506,72708.0
9199,25,8,215,100,D,1988,72708.0,239983.0,167275.0,72708.0,2604,0,0.3029714604784506,0.6970285395215494,0,0.3627135084511439,65065.0
9205,25,8,215,100,D,1994,65065.0,179384.0,114319.0,65065.0,11876,0,0.3627135084511439,0.6372864915488561,0,0.5203917268195494,129551.0
9217,25,9,216,100,D,1954,52485.0,94719.0,52485.0,42234.0,14623,0,0.5541126912235138,0.5541126912235138,1,0.5142057613168725,62476.0
